video_id,title,channel_name,published_at,duration,view_count,like_count,comment_count,total_words,sensitive_count,sensitive_ratio,classification,found_terms,ad_status,violence_death_count,sexual_content_count,profanity_count,drugs_substances_count,hate_speech_slurs_count,mental_health_count,political_controversial_count,weapons_military_count,coded_numbers_count
IDKsLaVBrdY,Crash And Burn - The Amy Schumer Story,The Critical Drinker,2025-11-05,PT9M45S,1760386,83143,8943,1805,24,1.3296,Likely Monetised,"harassment, hell, judge, controversy, disaster, sexist, loser, sex, black, vagina",Yes,5,4,4,0,5,0,6,0,0
IE2H-N-Oft8,Pokimane just got Exposed Live on Her Own Stream,Hero Hei,2026-01-29,PT8M35S,132387,5434,809,1765,6,0.3399,Likely Monetised,"worst, hypocrite, god, false",Yes,0,0,6,0,0,0,0,0,0
IJZ-IKDWFLE,Disney's Alien: Earth REVIEW,Nerdrotic,2025-08-17,PT19M10S,548458,34554,7038,3639,27,0.742,Likely Monetised,"threat, die, dead, hell, 9/11, breast, war, black, kill, wrong",Yes,5,1,10,0,1,0,8,1,1
IKNLiyGCa9I,The Witcher Season 4 - Is Anyone Still Watching This Garbage? ,The Critical Drinker,2025-09-17,PT8M57S,1593710,90959,9208,1652,20,1.2107,Likely Monetised,"worst, bail, stupid, hate, hang, bastard, die, dead, white, disaster",Yes,5,0,6,0,4,0,5,0,0
IQujpTzTNGY,Los Angeles DESTROYS Graham Stephan,Actual Justice Warrior,2025-11-24,PT32M16S,179518,7814,2122,6463,14,0.2166,Likely Monetised,"worst, pandemic, punishment, wrong, kill, god, insane, stupid, death",Yes,4,0,7,0,0,0,3,0,0
I_HdqYCDcVE,Brexit: PragerU vs. Reality,Three Arrows,2019-03-12,PT26M1S,727558,28906,4291,5321,24,0.451,Likely Monetised,"racist, propaganda, tax, strike, opposition, judge, majority, war, wrong, damn",Yes,1,0,5,0,2,0,16,0,0
IfwS74cYStA,,,,,0,0,0,2665,35,1.3133,Likely Monetised,"worst, threat, murder, burn, villain, war, god, black, kill, stupid",Yes,4,0,13,0,2,0,3,13,0
IkO-FgbQuwo,,,,,0,0,0,3929,36,0.9163,Likely Monetised,"threat, genocide, hate, death, dead, burn, white, war, black, insane",Yes,13,0,10,0,8,1,4,0,0
ImBcvC4TrtI,39 ICE Karens Just FOUND OUT! Mass Arrests Have Don Lemon In Meltdown Mode As Tim Walz Embarassed!,TheQuartering,2026-03-04,PT11M48S,101774,9154,994,2083,12,0.5761,Likely Monetised,"jail, damage, hell, judge, wrong, attack, court",Yes,3,0,3,0,0,0,6,0,0
ItP_dWR2Weg,Kathleen Kennedy QUITS After Destroying Star Wars,Nerdrotic,2026-01-16,PT10M41S,718677,44991,5189,2002,36,1.7982,Likely Monetised,"worst, die, sexist, regret, war, majority, wrong, kill, attack, destroy",Yes,7,0,6,0,2,0,21,0,0
IxRp3AsdRhc,Rachel Zegler Kills Snow White With HATE Rant! Film is DOA Now.,Culture Casino,2024-11-14,PT16M43S,29310,1930,384,2629,35,1.3313,Likely Monetised,"wrongful, discrimination, hate, meltdown, dead, white, controversy, pregnant, villain, false",Yes,2,1,8,0,15,0,9,0,0
IyDfFo16ogw,,,,,0,0,0,2269,11,0.4848,Likely Monetised,"racist, die, strike, evil, god, wrong, fight, shoot",Yes,3,0,3,0,1,0,3,1,0
Iyu_HVukwPI,Starfleet Academy Sucks - And WE'RE To Blame,The Critical Drinker,2026-01-28,PT7M31S,1101313,93457,11829,1409,12,0.8517,Likely Monetised,"worst, propaganda, hang, villain, war, nonsense, fight, pummel, death, minority",Yes,2,0,3,0,1,0,6,0,0
J2H3RNNDpF0,The Naked Gun - Are We Allowed To Laugh Again?,The Critical Drinker,2025-08-04,PT6M36S,2086469,96479,6376,1256,20,1.5924,Likely Monetised,"murder, die, dead, hell, suicide, villain, evil, war, robbery, insane",Yes,6,1,4,0,0,1,2,6,0
J4eC4gsevrg,Socialism Wins in Bolivia: But Far Right Extremism Persists,midwesternmarx,2020-11-17,PT10M26S,2779,375,31,1911,35,1.8315,Likely Monetised,"slavery, discrimination, hate, thug, suppress, inflation, strike, fight, evil, war",No,8,0,0,0,6,0,20,1,0
JAjG41BxET8,,,,,0,0,0,1719,13,0.7563,Likely Monetised,"hate, hell, judge, terror, war, majority, god, fight",Yes,1,0,7,0,2,0,3,0,0
JJkmHyoWm2M,Hollywood PANIC After President Trump Orders 100% TARIFFS,Geeks + Gamers,2025-05-05,PT5M35S,31508,3166,902,916,11,1.2009,Likely Monetised,"threat, propaganda, die, death, shoot, destroy",Yes,4,0,0,0,0,0,5,2,0
JUEGzSeOTzk,,,,,0,0,0,3204,15,0.4682,Likely Monetised,"threat, dead, pandemic, depression, harass, majority, black, god, burn, damn",Yes,6,0,3,0,2,1,3,0,0
JUtJM6frdu4,,,,,0,0,0,1154,18,1.5598,Likely Monetised,"racist, die, sexist, war, wrong, fight, crime, death",Yes,3,0,2,0,2,0,11,0,0
JcIL55UF0x8,Disney CEO Could CHANGE EVERYTHING in Disney World Villains Land?!,Clownfish TV,2026-02-27,PT20M28S,20741,1374,172,4916,24,0.4882,Likely Monetised,"hate, hell, villain, war, boob, god, damn, pain, destroy",Yes,1,1,18,0,1,1,2,0,0
JdJhML-ApO8,,,,,0,0,0,4626,58,1.2538,Likely Monetised,"hang, damage, hell, bullshit, harass, false, lawsuit, insane, wrong, slave",Yes,2,0,9,0,0,0,47,0,0
JkwMMpz699Y,Make Fantasy HEROIC Again,The Critical Drinker,2026-02-02,PT11M59S,1436798,90613,8638,2276,26,1.1424,Likely Monetised,"hate, death, die, brutality, villain, evil, war, violence, sex, wrong",Yes,7,1,4,0,2,0,12,0,0
KRAoyJ493N4,A Knight Of The Seven Kingdoms - This Is How You Win!,The Critical Drinker,2026-02-18,PT8M17S,917257,66540,6298,1694,12,0.7084,Likely Monetised,"hang, die, strike, porn, war, wrong, burn, fight, destroy",Yes,3,1,1,0,0,0,7,0,0
KWfCWpnUCRw,"We Killed The Acolyte, Apparently",The Critical Drinker,2025-11-25,PT7M6S,1488528,83330,8792,1328,14,1.0542,Likely Monetised,"irrelevant, racist, disaster, war, majority, god, hitler",Yes,1,0,3,0,4,0,6,0,0
KakbZK-VlbI,Black Men Address Cam Newton & Why Black Men Make Babies but Not Families| OLAY & FRIENDS,olurinatti,2024-09-08,PT1H30M22S,101674,4506,720,18716,172,0.919,Likely Monetised,"racism, hate, dead, suppress, white, wrong, god, attack, kill, stupid",,15,0,24,1,107,0,22,3,0
KcL_GTRJpHY,Unpacking the Attacks on Kamala’s Blackness & Prosecutorial Record | OLAY & FRIENDS,olurinatti,2024-08-11,PT1H34M22S,51120,3183,527,20475,398,1.9438,Likely Monetised,"racism, bail, hate, felony, white, rape, god, oppressor, attack, crime",,56,1,26,1,212,1,99,2,0
KcOtpgFROS8,Project Hail Mary - Please Be Good!,The Critical Drinker,2025-11-19,PT7M8S,716205,49097,4624,1505,13,0.8638,Likely Monetised,"die, dead, hell, disaster, wrong, black, attack, insane, shoot",Yes,8,0,3,0,1,0,0,1,0
KdXSFt9b1CE,Save Us From The Male Gaze!,The Critical Drinker,2025-07-02,PT7M32S,2355871,134631,14051,1475,6,0.4068,Likely Monetised,"beer, strike, disaster, god, transition, fight",Yes,1,0,1,1,0,0,3,0,0
Kh0el8phS_o,The Myth of Charlie Kirk,Three Arrows,2025-10-12,PT38M43S,597594,38837,7551,5961,101,1.6943,Likely Monetised,"bail, hate, nazi, dead, torture, white, evil, kill, wrong, burn",Yes,64,1,3,0,8,1,17,7,0
Kvb9xLnrZac,,,,,0,0,0,5924,25,0.422,Likely Monetised,"worst, hate, beer, die, dead, hell, rape, kill, black, wrong",Yes,7,2,9,1,3,0,0,3,0
KvcCIDJj-NQ,,,,,0,0,0,3997,17,0.4253,Likely Monetised,"hang, war, wrong, black, pummel, damn, weapon",Yes,6,0,3,0,1,0,2,5,0
L-ef4cj_mnI,Donald Trump GOES NUCLEAR As US Soldiers Perish & REFUSES To Rule Out Boots On The Ground Iran War!,TheQuartering,2026-03-02,PT13M36S,49880,3910,1710,2255,35,1.5521,Likely Monetised,"threat, death, die, strike, dead, decimate, injury, war, recovery, kill",Yes,14,0,0,0,1,1,19,0,0
L6epzun4Osk,Why Is the British State Promoting Islam?,The Podcast of the Lotus Eaters,2025-04-07,PT24M58S,375804,14899,7419,5012,36,0.7183,Likely Monetised,"racist, propaganda, discrimination, hate, racism, destroy, 9/11, false, majority, damn",Yes,5,0,4,0,15,0,10,1,1
LB4gqnUfp-k,Why New York Hates Andrew Cuomo,olurinatti,2025-03-31,PT42M10S,83666,6267,473,8555,156,1.8235,Likely Monetised,"bail, hate, dead, white, rape, false, regret, assault, kill, wrong",,31,10,15,0,12,2,85,1,0
LDJTfMuGs8c,Jennifer Lawrence ADMITS Wokeness Is KILLING Hollywood,Actual Justice Warrior,2025-11-18,PT14M18S,28841,1683,492,2727,11,0.4034,Likely Monetised,"hate, tax, obnoxious, evil, wrong, attack, damage",Yes,1,0,6,0,1,0,3,0,0
LHjgCo4RuZs,Sydney Sweeney REFUSES To Apologize To Woke Mob,Actual Justice Warrior,2025-11-06,PT16M41S,76177,4535,1236,3213,40,1.2449,Likely Monetised,"racist, hate, nazi, white, controversy, harass, evil, supremacist, war, nonsense",Yes,3,0,5,0,22,0,10,0,0
LUzm7hjZj2Q,Disney ADMITS Mandalorian is COOKED,Geeks + Gamers,2026-02-25,PT7M,29919,2238,401,1274,16,1.2559,Likely Monetised,"irrelevant, disaster, war, damn, fight",Yes,2,0,2,0,0,0,12,0,0
LbVGG5CAM_s,,,,,0,0,0,571,4,0.7005,Likely Monetised,"hate, shoot, dead",Yes,1,0,0,0,1,0,0,2,0
LcyMIQ0N_6U,Doctor Who Ends in DISASTER - RIP Doctor Who,Nerdrotic,2025-06-07,PT31M23S,751395,51829,8455,5204,127,2.4404,Uncertain,"racism, hate, dead, white, false, regret, evil, chemical, wrong, burn",Yes,21,1,29,1,39,1,33,2,0
LebQdGlvElU,Infographics: What if Russia Invades Ukraine? DEBUNKED,midwesternmarx,2024-11-02,PT29M54S,5134,372,83,5540,85,1.5343,Likely Monetised,"nazi, dead, neo-nazi, evil, kill, crime, attack, propaganda, die, majority",Yes,16,1,6,0,10,2,47,3,0
LfQ9QCgevLA,"WHY MARXISM NEEDS HEIDEGGER, DUGIN, AND ZIZEK | HAZ AL-DIN",midwesternmarx,2026-01-10,PT1H54M22S,8467,592,356,17957,68,0.3787,Likely Monetised,"racism, hate, nazi, torture, white, false, evil, wrong, burn, god",No,14,2,26,0,15,0,10,1,0
Li5bGmoAKbA,"INTERVIEW WITH DR. ASATAR BAIR: CHINA, MEDITATION, SOCIALISM AND MORE",midwesternmarx,2021-02-19,PT45M22S,3799,212,27,8494,68,0.8006,Likely Monetised,"god, wrong, transition, death, die, majority, slavery, jail, pandemic, prison",Yes,26,0,9,0,3,1,29,0,0
LjtY8QHragM,"The Golden Globes Happened, I Guess...",The Critical Drinker,2026-01-14,PT7M11S,1193959,76294,6266,1374,15,1.0917,Likely Monetised,"irrelevant, propaganda, worst, white, black, wrong, burn, god, damn, shoot",Yes,3,0,8,0,2,0,1,1,0
Lq_dGEt5sYc,,,,,0,0,0,1262,18,1.4263,Likely Monetised,"tax, die, disaster, kill, death, destroy",Yes,17,0,0,0,0,0,1,0,0
Ltrj2mz_9Pk,A Story as Old as Socialism…,midwesternmarx,2023-12-22,PT1M18S,4545,621,96,220,7,3.1818,Likely Demonetised,"gun, shoot",Yes,0,0,0,0,0,0,0,7,0
LyZ2TPfeYbg,What Should we Do with Killer Cops?,olurinatti,2024-11-20,PT23M50S,73705,7792,484,4869,166,3.4093,Likely Demonetised,"white, rape, evil, assault, wrong, kill, crime, oppressor, attack, death",,108,8,3,0,21,0,19,6,1
MBtqG21awcs,The Acolyte - A Complete Season Review,The Critical Drinker,2025-09-24,PT1H7M38S,713367,27716,3078,13356,213,1.5948,Likely Monetised,"bail, dead, torture, white, regret, injury, chemical, evil, kill, wrong",Yes,79,1,36,3,22,0,56,16,0
MKLAEjXEBKU,,,,,0,0,0,1716,30,1.7483,Likely Monetised,"death, die, strike, terror, weapon, war, defeat, kill, god, attack",Yes,10,0,2,0,0,0,17,1,0
MVfdnOeM2Hw,,,,,0,0,0,1786,19,1.0638,Likely Monetised,"worst, threat, hate, die, injury, war, black, anal, god, kill",Yes,7,1,5,0,3,0,3,0,0
MZXm80IFMVU,Vilifying Amanda Seales but Celebrating Candace Owens? | OLAY & FRIENDS,olurinatti,2024-03-31,PT1H38M38S,154810,7600,1048,22083,260,1.1774,Likely Monetised,"bail, hate, suppress, white, regressive, rape, false, assault, wrong, god",,22,8,23,0,163,1,42,1,0
MggZ_tBf9MM,The Running Man - Can't Outrun This Disaster,The Critical Drinker,2025-11-14,PT8M57S,1203470,66920,9557,1888,20,1.0593,Likely Monetised,"bail, hate, dead, disaster, villain, weapon, violence, kill, wrong, cringy",Yes,10,0,4,0,1,0,4,1,0
MjfLKCgv8fU,Communist Leaders Tier List- Part 1,midwesternmarx,2025-07-01,PT44M10S,5607,263,111,7319,92,1.257,Likely Monetised,"hate, bastard, nazi, white, evil, dictator, kill, burn, crime, attack",Yes,20,0,13,0,17,0,40,2,0
Mlt09Mxt3Rk,DiCaprio Whines About His Massive FLOP and Films Future,Culture Casino,2026-01-05,PT10M48S,19595,1544,624,1572,6,0.3817,Likely Monetised,"die, antifa, wrong, transition, fight",Yes,1,0,2,0,1,0,2,0,0
MmCNWCJccWA,Stranger Things - This Is The End,The Critical Drinker,2026-01-02,PT10M22S,1033043,63729,9562,2218,20,0.9017,Likely Monetised,"threat, hate, hang, death, die, dead, prison, hell, shoot, kidnap",Yes,9,0,2,0,1,0,5,3,0
MmuVfw7ZnXA,“The Leftist Rebrand” ft. ​⁠@iDubbbzTV,olurinatti,2023-07-16,PT49M19S,127421,8963,0,9985,142,1.4221,Likely Monetised,"racism, hate, white, wrong, burn, attack, kill, god, stupid, nigga",,12,0,13,0,99,1,17,0,0
MzscxerhBE8,Cenk Lies For Jussie Smollett,Actual Justice Warrior,2019-03-28,PT15M38S,300127,11018,2850,3008,53,1.762,Likely Monetised,"worst, hate, felony, white, corruption, crime, false, evil, nonsense, wrong",Yes,18,0,18,0,6,0,11,0,0
N4eQeuDLu-M,Eddie Screams at an Orthodox Russian Then They Become  Best Friends,midwesternmarx,2024-12-03,PT43M38S,2796,138,84,8022,124,1.5457,Likely Monetised,"hate, dead, suppress, white, evil, dictator, kill, oppressor, burn, god",Yes,30,1,7,0,11,0,72,3,0
NDHjRX-IDRw,How Hollywood Destroyed Fandom,Nerdrotic,2025-04-09,PT12M3S,492722,38310,2580,2445,38,1.5542,Likely Monetised,"racist, nazi, strike, white, controversy, fight, terror, war, insane, kill",Yes,8,0,1,0,10,0,16,3,0
NRAEWnsc92I,,,,,0,0,0,609,2,0.3284,Likely Monetised,wrong,Yes,0,0,2,0,0,0,0,0,0
NUU9opfCmF0,Posie Parker Stumps Piers Morgan,The Podcast of the Lotus Eaters,2022-05-19,PT30M32S,545330,21783,4924,6670,56,0.8396,Likely Monetised,"weed, white, penis, assault, wrong, god, attack, crime, transition, sex",Yes,10,10,10,1,15,0,10,0,0
NZWT75CKZko,,,,,0,0,0,3659,34,0.9292,Likely Monetised,"stupid, threat, hang, prostitution, dead, hell, disaster, sex, war, god",Yes,5,6,7,0,0,0,16,0,0
Nb4a9h4WBGw,,,,,0,0,0,1526,2,0.1311,Likely Monetised,"inflation, hell",Yes,0,0,1,0,0,0,1,0,0
NlYpyTFUqRg,We've Reached Peak Modern Audience Cope,Hero Hei,2026-03-13,PT5M15S,92551,5417,2284,1187,3,0.2527,Likely Monetised,"fight, die, dead",Yes,2,0,0,0,0,0,1,0,0
Nn5e8pJ6AaI,Can Superman Save Hollywood?,Nerdrotic,2024-12-20,PT11M9S,444793,30027,4346,2213,32,1.446,Likely Monetised,"flag, die, white, shoot, false, regret, 911, wrong, attack, stupid",Yes,2,0,5,0,3,0,4,17,1
O6fXmirI_Zk,,,,,0,0,0,1468,10,0.6812,Likely Monetised,"propaganda, hell, majority, god, damn, damage",Yes,0,0,6,0,1,0,3,0,0
O8TjbeaKIb0,Knowing Better FAILS On Criminal Justice,Actual Justice Warrior,2020-07-16,PT26M2S,89901,4811,1151,4990,183,3.6673,Likely Demonetised,"racism, white, regressive, assault, wrong, kill, crime, minority, propaganda, nypd",Yes,85,0,10,32,25,0,19,12,0
O8UzmLsXGRU,How Societies Turn Cruel,Three Arrows,2019-07-24,PT30M27S,965144,50068,7250,6433,134,2.083,Uncertain,"racism, holocaust, nazi, evil, assault, god, kill, crime, wrong, attack",No,55,1,16,0,43,3,11,5,0
OB23XMGJIqk,,,,,0,0,0,3877,20,0.5159,Likely Monetised,"worst, racist, virus, hate, bitter, controversy, disaster, dumbass, decimate, bitch",Yes,4,1,11,0,2,0,2,0,0
ODowOPjRMNg,Stranger Things 5 Is a Massive Disappointment - Netflix's Flagship Show Ends in DISASTER,Nerdrotic,2026-01-07,PT55M59S,719178,30954,5343,11470,139,1.2119,Likely Monetised,"hate, torture, suppress, dead, evil, injury, regret, assault, god, burn",Yes,49,4,30,1,4,2,31,18,0
OIzswtE9Ato,,,,,0,0,0,1662,18,1.083,Likely Monetised,"racist, racism, white, censorship, nonsense, war, wrong, damage",Yes,0,0,4,0,7,0,7,0,0
OLBLmvqbw_c,Ebro Darden Explains What Rappers Owe to the Culture & The Evolution of Hip Hop | ICONIC INTERVIEW,olurinatti,2023-07-30,PT1H2M55S,9782,884,72,13431,62,0.4616,Likely Monetised,"bail, weed, white, god, wrong, stupid, death, minority, irrelevant, propaganda",,12,0,9,2,23,0,15,1,0
OWugZpfqrkQ,Why are Black Men Celebrating Caitlin Clark but not Angel Reese? | OLAY & FRIENDS,olurinatti,2024-06-23,PT1H7M49S,51931,2767,368,13150,205,1.5589,Likely Monetised,"racism, bail, hate, white, injury, wrong, god, attack, shit, death",,7,0,23,0,156,0,19,0,0
Ob1XjaGBSpU,,,,,0,0,0,937,4,0.4269,Likely Monetised,"damn, god",Yes,0,0,4,0,0,0,0,0,0
Oc8uxDDdJs0,Project Veritas vs the New York Times,The Podcast of the Lotus Eaters,2020-11-11,PT16M35S,31144,3136,372,3315,15,0.4525,Likely Monetised,"hang, murder, white, corruption, lawsuit, war, defeat, nonsense, wrong, crime",Yes,2,0,6,0,1,0,6,0,0
OjuRICjGZfs,Paramount Wins - Total MAGA Takeover!,Geeks + Gamers,2026-02-28,PT13M11S,8465,679,109,2424,13,0.5363,Likely Monetised,"propaganda, hate, hell, white, retard, decimate, censorship, war, defeat, escort",Yes,1,1,2,0,3,1,5,0,0
Ov7ft2ovidI,Sweet Baby Drama Gets Worse,Culture Casino,2024-03-10,PT19M35S,19267,1402,360,3315,13,0.3922,Likely Monetised,"racist, harassment, die, white, war, god, destroy",Yes,4,0,1,0,6,0,2,0,0
P0H5Uh3DGRw,"Iron Lung - Wow, It's Actually Good!",The Critical Drinker,2026-02-04,PT5M54S,1301530,73564,4841,1254,8,0.638,Likely Monetised,"attack, die, shoot, blood",Yes,7,0,0,0,0,0,0,1,0
P4DgjxHDikA,,,,,0,0,0,1506,6,0.3984,Likely Monetised,"die, obnoxious, regret, war, fight",Yes,2,0,1,0,0,0,3,0,0
PEpHBXcxjso,,,,,0,0,0,872,11,1.2615,Likely Monetised,"war, bounty, fight",Yes,3,0,0,0,0,0,8,0,0
PHLu9bQlBc8,,,,,0,0,0,9395,32,0.3406,Likely Monetised,"irrelevant, hate, hang, die, dead, damage, hell, judge, retard, insane",Yes,17,0,9,0,2,0,4,0,0
PHgBoLA8owQ,"Eddie Liger Livestream 4/26 : Favorite books, DPRK talk, and Ecosocialism",midwesternmarx,2021-04-26,PT42M11S,1304,119,10,7190,48,0.6676,Likely Monetised,"hate, evil, wrong, kill, transition, minority, propaganda, die, nonsense, racist",Yes,11,0,7,3,5,0,22,0,0
PThXQdSC3Ac,Black Leaders PANIC After Whites Leave City,Actual Justice Warrior,2024-05-01,PT14M43S,2303833,62992,18185,2894,61,2.1078,Uncertain,"racist, worst, tax, segregation, white, cringe, decimate, disaster, litigation, evil",Yes,3,0,7,0,24,0,27,0,0
PdGkGxISSBU,Mentally Challenged Trump supporter Tortured in Chicago (Rant),Actual Justice Warrior,2017-01-05,PT7M35S,1810,68,10,1239,60,4.8426,Likely Demonetised,"racism, hate, dead, torture, white, wrong, oppressor, attack, kidnap, black lives matter",No,16,0,7,0,31,4,1,1,0
PlU5VHTlWYY,Probably Cancelled | The Decline of the Left w/Alex McKay,midwesternmarx,2024-10-16,PT1H13M47S,7012,453,147,12516,96,0.767,Likely Monetised,"racism, weed, nazi, dead, porn, white, god, burn, attack, wrong",Yes,20,10,18,9,7,2,29,1,0
PuHT_UUvwxo,Gen Z is SAVING Hollywood and is OFFENDED by Scary Movie 6?!,Clownfish TV,2026-03-12,PT22M2S,39501,2537,698,5280,36,0.6818,Likely Monetised,"threat, hang, hate, pandemic, hell, controversy, white, black, god, wrong",Yes,1,0,19,0,10,0,4,2,0
Q4LKuvAikso,A House Of Dynamite - Much Ado About Nothing,The Critical Drinker,2025-10-29,PT7M37S,590901,35078,5107,1507,23,1.5262,Likely Monetised,"irrelevant, hate, bastard, loser, war, attack, kill, crime, nuclear, shoot",Yes,5,0,3,0,1,0,13,1,0
Q6ua9UES8ss,,,,,0,0,0,1583,19,1.2003,Likely Monetised,"worst, terrorist, white, villain, corruption, shoot, evil, chemical, war, wrong",Yes,2,0,6,1,2,0,6,2,0
QFOO1RWnuK8,China is the New Land of the Free! This Beer Video Proves it!,midwesternmarx,2024-10-09,PT4M45S,5017,345,143,745,11,1.4765,Likely Monetised,"beer, alcoholic, god, crime, insane, shoot",Yes,3,0,3,4,0,0,0,1,0
QFmi6BTHb2M,Crash And Burn - The Kathleen Kennedy Story,The Critical Drinker,2026-01-21,PT12M36S,1238252,83204,7147,2432,30,1.2336,Likely Monetised,"judge, false, war, damn, wrong, burn, crime, kill, minority, damage",Yes,7,0,3,0,1,0,19,0,0
QG4e4kuOLoM,,,,,0,0,0,8312,92,1.1068,Likely Monetised,"hate, nazi, dead, scum, white, assault, wrong, god, kill, shit",Yes,17,3,48,0,14,0,7,3,0
QJs7dZFfgX8,,,,,0,0,0,1397,9,0.6442,Likely Monetised,"worst, hang, flag, regret, kill, god, damn, gun",Yes,1,0,4,0,0,0,3,1,0
QZKHc-PNQNE,,,,,0,0,0,2217,11,0.4962,Likely Monetised,"recession, weed, war, kill, insane, transition",Yes,1,0,2,2,0,0,6,0,0
Qfpj5qQr9KA,How Men Become Aziz Ansari,olurinatti,2025-01-31,PT27M59S,503983,36239,2665,6342,176,2.7751,Uncertain,"weed, hate, white, rape, breast, penis, evil, assault, kill, wrong",,14,135,2,1,9,0,14,1,0
QnIDZqMDh58,,,,,0,0,0,2698,37,1.3714,Likely Monetised,"virus, strike, evil, 88, god, fight, nuclear, weapon, destroy",Yes,1,0,2,0,0,0,32,1,1
Qo3EehSbx8o,It's OVER For Democrat Cities,Actual Justice Warrior,2025-11-21,PT16M28S,63177,3135,686,3173,12,0.3782,Likely Monetised,"tax, die, false, war, majority, death, damage",Yes,2,0,1,0,5,0,4,0,0
QsHjc_usW4A,,,,,0,0,0,1757,21,1.1952,Likely Monetised,"worst, fight, damn, weapon, shoot",Yes,0,0,3,0,0,0,3,15,0
QsZMCgSUy0s,Starfleet Academy - What Is This Garbage?,The Critical Drinker,2025-12-10,PT5M18S,1165272,79257,11276,970,10,1.0309,Likely Monetised,"worst, hate, hell, disaster, war, god, fight, shoot, damage",Yes,1,0,4,0,1,0,3,1,0
Qwc_LnD6ycU,Phoebe Waller-Bridge’s $100M Amazon Scam!,Culture Casino,2025-04-02,PT9M27S,31330,619,100,1498,6,0.4005,Likely Monetised,"regret, disaster, burn",Yes,5,0,0,0,0,0,1,0,0
R1pChcGrCPs,Superheroes Are COOKED - The Absolute State of Marvel and DC,Nerdrotic,2025-12-12,PT19M45S,536562,35056,4378,3520,43,1.2216,Likely Monetised,"dead, inflation, evil, god, kill, attack, death, die, villain, majority",Yes,9,1,11,0,6,2,7,7,0
R4IPQ_SK3HE,"Ironheart Trailer Gets ""ICONIC"" Ratio",Geeks + Gamers,2025-05-15,PT5M39S,21155,2210,471,1010,19,1.8812,Likely Monetised,"racist, irrelevant, hate, torture, loser, disaster, sexist, white, nonsense, war",No,3,0,3,0,12,0,1,0,0
R60kc-dq0bo,Why Sinners is Hollywood’s Worst Nightmare,olurinatti,2025-04-30,PT30M9S,383838,28668,2469,6029,165,2.7368,Uncertain,"racism, hate, suppress, porn, white, evil, wrong, god, stupid, propaganda",,3,2,9,0,139,1,9,2,0
RLwCHrlcy9Y,TV Kinda Sucks Now,The Critical Drinker,2025-09-10,PT8M41S,1019448,60533,8296,1750,10,0.5714,Likely Monetised,"die, disaster, war, kill, damn, fight, shoot",Yes,3,0,1,0,0,0,3,3,0
RM2Ge_e6fBo,Starfleet Academy is a DISASTER - How Low Can it Go?,Nerdrotic,2026-02-07,PT13M58S,526714,35070,5099,2553,19,0.7442,Likely Monetised,"hate, die, strike, dead, hell, loser, cringe, regret, assault, war",Yes,4,0,6,0,3,1,4,1,0
RMcrrKYIW-A,,,,,0,0,0,4551,36,0.791,Likely Monetised,"porn, white, dumbass, penis, kill, wrong, attack, god, sex, black lives matter",Yes,5,8,10,0,6,0,7,0,0
RN81mU3yMG4,Crash And Burn - The Amber Heard Story,The Critical Drinker,2025-09-05,PT10M50S,1870750,99852,8680,2048,14,0.6836,Likely Monetised,"worst, hate, abusive, meltdown, controversy, lawsuit, assault, god, burn, damage",Yes,3,0,5,0,1,0,5,0,0
R_qJQx-DsK0,Biden Plans to Bring Back Critical Race Theory,The Podcast of the Lotus Eaters,2020-11-10,PT10M18S,14457,1256,165,2037,39,1.9146,Likely Monetised,"racist, racism, hate, nazi, judge, white, evil, sex, nonsense, god",No,1,1,3,0,32,0,2,0,0
RbW8pOO7eYg,,,,,0,0,0,1352,12,0.8876,Likely Monetised,"die, white, disaster, controversy, war, god, damn, nuclear, pain, damage",Yes,2,0,2,0,2,1,5,0,0
ReIkWnUdNJY,Production Hell - Ghostbusters 2016,The Critical Drinker,2025-07-23,PT11M54S,1180562,58024,5028,2338,24,1.0265,Likely Monetised,"worst, threat, bitter, loser, controversy, obnoxious, weapon, war, wrong, kill",Yes,2,0,11,0,0,0,9,2,0
RtU3DPPbEZE,,,,,0,0,0,2310,13,0.5628,Likely Monetised,"hate, hang, court, flag, destroy",Yes,1,0,0,0,1,0,11,0,0
RyxWCWciutM,"Affirmative Action is Gone, Now What? ​⁠| OLAY & FRIENDS",olurinatti,2023-07-09,PT1H16M51S,63561,4545,331,15420,333,2.1595,Uncertain,"racism, hate, dead, white, loser, false, evil, wrong, kill, attack",,15,0,12,0,283,0,20,3,0
SC2RwQHb28g,BAN HASAN FOREVER FOR THIS!,TheQuartering,2026-03-13,PT12M5S,44057,3375,594,1932,19,0.9834,Likely Monetised,"hate, terrorist, die, inflation, dumbass, censorship, war, damn, wrong, burn",Yes,4,0,6,0,1,0,8,0,0
SDBKCd71Q90,Crash And Burn - The James Corden Story,The Critical Drinker,2025-11-21,PT9M26S,1804107,70856,6693,1822,11,0.6037,Likely Monetised,"hate, disaster, obnoxious, burn, damn, damage",Yes,3,0,4,0,2,0,2,0,0
SFhYfxT59d4,,,,,0,0,0,3999,59,1.4754,Likely Monetised,"worst, hang, hate, die, strike, destroy, hell, wrong, fight, attack",Yes,6,0,7,0,5,0,13,28,0
SMfMt-fmSIo,,,,,0,0,0,952,3,0.3151,Likely Monetised,"obnoxious, wrong",Yes,0,0,3,0,0,0,0,0,0
