video_id,title,channel_name,total_comments,creator_comments,perception_comments,creator_perception,viewer_perception,perception_ratio,monetization_pressure_mentions,censorship_behavior_mentions,off_platform_diversion_mentions,suppression_mechanisms_mentions
eY-4ey1wtk4,Youtuber EMBARRASSES Hollywood with MASSIVE Box Office Success ,Geeks + Gamers,291,0,0,0,0,0.0,0,0,0,0
e_CfPQ8znRE,Jussie Smollett Convicted Of HOAX,Actual Justice Warrior,482,1,0,0,0,0.0,0,0,0,0
e_PvGsDz_lY,Black Ops 7 BACKFIRE - Down 70% on PS5,Geeks + Gamers,246,0,0,0,0,0.0,0,0,0,0
ehfwXa5HP3k,Nintendo Just Hired Kathleen Kennedy 2.0,Geeks + Gamers,820,0,6,0,6,0.73,0,6,0,0
eitZZmeuNZk,Crash And Burn - The Kristen Stewart Story,The Critical Drinker,1321,0,2,0,2,0.15,0,2,0,0
ejdlkfXwPQc,Were the Crusades Defensive?,Three Arrows,2888,0,8,0,8,0.28,2,4,2,0
eqZzdjU1xUg,Why They Hate The Lord of the Rings - The Scouring of Tolkien,Nerdrotic,1136,0,6,0,6,0.53,0,6,0,0
ewr-XBZwyzA,Minnesota Judge Says Somalis Have A RIGHT TO STEAL,Actual Justice Warrior,553,0,0,0,0,0.0,0,0,0,0
fBawKNeZbqc,Joe Rogan On Gaddafi & Libya,midwesternmarx,24,0,0,0,0,0.0,0,0,0,0
fIqdMDe2pjs,Why Greg Abbott is The Most Dangerous Man in America,olurinatti,413,0,1,0,1,0.24,0,0,0,1
fJsJHrO66Y4,LIBERALS RAGE AS TEAM USA DEFEATS CANADA IN HOCKEY AT OLYMPICS & DONALD TRUMP HAS HILARIOUS RESPONSE,TheQuartering,596,0,0,0,0,0.0,0,0,0,0
fSaPt5nFlHE,TRANS LAWMAKER DEMANDS P*RN FOR KIDS,TheQuartering,462,0,0,0,0,0.0,0,0,0,0
fdY1Y5PAg18,Why JK Rowling is WINNING - The Myth of the Modern Audience,Nerdrotic,962,0,2,0,2,0.21,0,2,0,0
fnqrarfzGSA,Black LGBT People are Still Black | OLAY & FRIENDS,olurinatti,260,0,0,0,0,0.0,0,0,0,0
fp_GOiz5MV0,Donald Trump Just FIRED Kristi Noam After EMBARASSING Department Of Homeland Security Scandal!,TheQuartering,560,0,0,0,0,0.0,0,0,0,0
fvSzQMNhlfk,"Conscious Lee on TikTok Fame, The Value of Education, Controversy, Accountability & Afro-Pessimism",olurinatti,96,0,0,0,0,0.0,0,0,0,0
g449rPJYL-g,Thunderbolts WTF Was That,Geeks + Gamers,596,0,0,0,0,0.0,0,0,0,0
g7k80zLny6U,James Gunn's DCU Is Falling Apart,The Critical Drinker,1759,0,1,0,1,0.06,0,0,1,0
g8KgCy9Mc4M,Comedian Arrested for JOKES - Free Speech is DEAD in the UK,Nerdrotic,754,0,5,0,5,0.66,0,4,1,0
gNfvSqHk-8U,Probably Cancelled | Burning Man is an Inside Job: Psychedelic Culture as Bio-Warfare w/John Potash,midwesternmarx,58,0,0,0,0,0.0,0,0,0,0
gQZpuJPA8R8,Daredevil: Born Again REVIEW,Nerdrotic,1028,0,1,0,1,0.1,0,1,0,0
gUHU0lNgKXY,Sweden is a War Zone,The Podcast of the Lotus Eaters,1801,0,6,0,6,0.33,0,5,0,1
gWYci7LKUIY,Nerdrotic and Critical Drinker ATTACKED Over Starfleet Academy DISASTER,Geeks + Gamers,375,0,0,0,0,0.0,0,0,0,0
ga8ipJ79UCw,Forged in fire LIED to us - WE WERE CHEATED!,Shadiversity,147,0,2,0,2,1.36,1,1,0,0
gfHXJRqq-qo,Guns in the Third Reich - A Response to Ben Shapiro and Others,Three Arrows,1607,0,2,0,2,0.12,0,0,0,2
ggFJ_kpqhUs,Cenk's EPIC Tim Pool Meltdown Live Reaction With @AlfBenny,Actual Justice Warrior,434,0,2,0,2,0.46,0,2,0,0
grd35B5dl9Y,The 7 Deadly Sins of Black Politicians,olurinatti,255,0,1,0,1,0.39,0,1,0,0
gyFTPYmlx3Q,THE CONTROLLED OPPOSITION OF ZOHRAN MAMDANI | NIKO HOUSE,midwesternmarx,43,0,0,0,0,0.0,0,0,0,0
h-reYV5NteM,How a TikTok Star Ended Up in Prison,olurinatti,257,0,1,0,1,0.39,0,1,0,0
hAzJPldtt3Y,"Jamaal Bowman on the Influence of AIPAC, Calling for a Ceasefire, Reparations & Reelection",olurinatti,95,0,0,0,0,0.0,0,0,0,0
hBGU6bwB60k,What is Abolition?,olurinatti,268,0,1,0,1,0.37,0,0,1,0
hUFvG4RpwJI,Was Hitler a Socialist?,Three Arrows,2747,0,4,0,4,0.15,0,3,0,1
hUYprCCnAnE,Woke Artist DEMANDS You Worship Black Women,Actual Justice Warrior,830,0,0,0,0,0.0,0,0,0,0
hV_pjx5HRX0,From MLK's Civil Rights Movement to Fain and the UAWs New Labor Movement,midwesternmarx,7,0,0,0,0,0.0,0,0,0,0
hXW0AaStXf0,The Bride! - It Sucks!,The Critical Drinker,1355,0,2,0,2,0.15,0,2,0,0
hYjNLp6QXAY,Biden Victory Means 4 Years of Trump Support Wasted for UK-US Trade Deal,The Podcast of the Lotus Eaters,89,0,0,0,0,0.0,0,0,0,0
ha59Y-Cu2Ww,PANIC as CNBC Layoffs Hit and  PBS COLLAPSES,Culture Casino,155,0,0,0,0,0.0,0,0,0,0
heQXp3P1VWI,The BAFTA's Showed Us Who People Really Are,The Critical Drinker,2005,0,10,0,10,0.5,0,9,1,0
hjunt0aem7A,KARMELO ANTHONY GETS BRUTAL NEWS!,TheQuartering,797,0,1,0,1,0.13,0,0,0,1
hklsd1XY1To,The Savant - The Ultimate Karen Power Fantasy?,The Critical Drinker,1308,0,0,0,0,0.0,0,0,0,0
hmipo-dntK8,The WOKE Smoothie Backfire Has GONE NUCLEAR! Multiple Apologies & New Locations Busted!,TheQuartering,557,0,0,0,0,0.0,0,0,0,0
hqqZRB3xRzU,Disney Doubles Down,Star Wars Theory,261,0,0,0,0,0.0,0,0,0,0
hvLAtst7SgU,FAT ACCEPTANCE HAS GONE TOO FAR,TheQuartering,457,0,0,0,0,0.0,0,0,0,0
i2X8tQlPeYo,The Smashing Machine - A Knockout For The Rock?,The Critical Drinker,690,0,0,0,0,0.0,0,0,0,0
i71eQ-7BJR8,The Bride - A Feminist FLOP,Nerdrotic,930,0,1,0,1,0.11,1,0,0,0
iMf3SV6aHNY,12 Year Old Arrested For Hate Crime,Actual Justice Warrior,247,0,1,0,1,0.4,1,0,0,0
iQaqIbXFnHM,"Disney's Self-Inflicted ""Boy Trouble""",The Critical Drinker,1709,0,0,0,0,0.0,0,0,0,0
iYTuwtw7yvw,Diddy is Going to Prison | OLAY & FRIENDS,olurinatti,233,0,0,0,0,0.0,0,0,0,0
ig0yFkcy1eU,Is the Harry Potter Show COOKED? More Bad News,Nerdrotic,1298,0,2,0,2,0.15,0,2,0,0
igXky4YezCI,Marvel's Rise and Fall of the M-She-U,Nerdrotic,521,0,0,0,0,0.0,0,0,0,0
ikYGLNB7X1w,MAGA PRINCIPAL JUST SHUT DOWN HIS WOKE STUDENTS & IT WAS EPIC,TheQuartering,564,0,0,0,0,0.0,0,0,0,0
inPfsvZ6Hnc,Stranger Things 5 Disaster,Geeks + Gamers,373,0,1,0,1,0.27,0,1,0,0
iwXD625QpRI,The Detrans Wave Is Coming,The Podcast of the Lotus Eaters,1020,0,3,0,3,0.29,0,2,0,1
j8PX3ks4dGI,McDonald's Panics!,TheQuartering,454,0,0,0,0,0.0,0,0,0,0
jHEL6msKWV8,MSNBC’s $30M Defamation Disaster: Rachel Maddow’s Uterus Collector Lie Exposed!,Culture Casino,236,0,0,0,0,0.0,0,0,0,0
jNDWnMfDnuw,Top 5 Hollywood DISASTERS of 2025,Nerdrotic,930,0,2,0,2,0.22,0,0,2,0
jSSU1QUAAlQ,Why SJW Characters Fail,Actual Justice Warrior,303,0,2,0,2,0.66,0,1,1,0
jkIHmVqdQEU,Every Marvel Phase Four Movie Reviewed,The Critical Drinker,367,1,0,0,0,0.0,0,0,0,0
jprDE87Ec58,Unhinged WOKE Teacher FIRED Today After Being Secretly Recorded In WILD Rant & Threatening Students,TheQuartering,715,0,0,0,0,0.0,0,0,0,0
jxSJsFD-jKo,"The Witcher Season 4 - A Show So Awful, It Broke Me",The Critical Drinker,1543,0,3,0,3,0.19,1,2,0,0
jz_7uiTDdyo,The Acolyte: Killed by YouTubers?,Nerdrotic,594,0,0,0,0,0.0,0,0,0,0
jzhuS6e7OcI,Most Absurd Debate Ever? Explaining Browderism to an ACP Hater,midwesternmarx,32,1,0,0,0,0.0,0,0,0,0
k9YNL7mzcfM,The GREAT 10.000+ Subscriber Q&A!,Three Arrows,248,1,3,0,3,1.21,0,0,1,2
kEh-lDPLEIw,Communist Leaders Tier List- Part 2,midwesternmarx,23,1,0,0,0,0.0,0,0,0,0
kL_zFC2EcXk,Ghosts of Plum Run. Audiobook and Analysis. Part. 1,midwesternmarx,6,0,0,0,0,0.0,0,0,0,0
kNJbaD046pI,Greg Gutfeld GOES NUCLEAR On Woke Leadership & Says What Were AFRAID To Say,TheQuartering,426,0,0,0,0,0.0,0,0,0,0
kS2_YFbzAVs,What People get Wrong about the Bombing of Dresden,Three Arrows,739,0,4,0,4,0.54,0,4,0,0
k_SzyAZ4Rek,Crash And Burn - The Joss Whedon Story,The Critical Drinker,1571,0,1,0,1,0.06,0,1,0,0
kkD6zrTezos,NFL Bad Bunny Super Bowl Halftime Headed For Epic DISASTER! NFL Owners Rebel!,Culture Casino,631,0,1,0,1,0.16,0,0,1,0
knmVtqTW0MQ,ASMONGOLD DESTROYS HASAN PIKER OVER OFFENCE THAT SHOULD BE AN INSTANT BAN!,TheQuartering,363,0,2,0,2,0.55,0,1,0,1
kooGsWhKvIY,"Jarvis tells his Origin Story, how he became a YouTuber, Sad Boyz, and Surviving the Internet",olurinatti,81,0,0,0,0,0.0,0,0,0,0
krvrN0hsoXY,"""Shut The F**K Up"" - CM Punk Slams Woke WWE Fans | IWC Meltdown",Geeks + Gamers,437,0,0,0,0,0.0,0,0,0,0
kw-j4kvZook,The Harry Potter Show is DOA - Snape Casting BACKLASH,Nerdrotic,1911,0,5,0,5,0.26,1,3,0,1
l6biNS2PK7g,Woke Hollywood RAGES After Feminist Frankenstein Movie The Bride TANKS At Box Office,TheQuartering,413,0,1,0,1,0.24,0,1,0,0
lJnutq4zIIY,Why Clarence Thomas Shouldn’t Be on The Supreme Court,olurinatti,212,0,0,0,0,0.0,0,0,0,0
lLOQRG4vcT4,Why Everybody Hates Eric Adams,olurinatti,476,0,0,0,0,0.0,0,0,0,0
lb4hNiFMgtw,"""F*ck Ppl That Try To Scare You"" - Disney Actor Pedro Pascal ATTACKS Fans Again",Geeks + Gamers,409,0,0,0,0,0.0,0,0,0,0
lqPhm7klMdQ,,,140,40,0,0,0,0.0,0,0,0,0
m6CBGDFJ4lM,"Drake, DJ Akademics & Diaspora Discussions | OLAY & FRIENDS",olurinatti,284,0,0,0,0,0.0,0,0,0,0
mBdoixPpIdc,CHINA AND THE TRUMP ADMINISTRATION | Escaping the Cave | Ft. Haz Al-Din,midwesternmarx,95,0,0,0,0,0.0,0,0,0,0
mGUxNg-n69U,FOLLOW THE MONEY,midwesternmarx,12,0,0,0,0,0.0,0,0,0,0
mGcQRQ3wqsk,PSYCHO WOKE NURSE IS IN HUGE TROUBLE! SHE MUST BE FIRED TODAY,TheQuartering,581,0,2,0,2,0.34,0,2,0,0
mGhYcKMEGK0,BOMBSHELL in the Diddy Case! This is the END!,Culture Casino,100,0,0,0,0,0.0,0,0,0,0
mHZGAzcHZkM,Creepy Jared Leto Is in the Spotlight and the FILES,Culture Casino,199,0,0,0,0,0.0,0,0,0,0
mKoVqCG0T_E,The Force Awakens - How Disney Destroyed Star Wars,Nerdrotic,1505,0,0,0,0,0.0,0,0,0,0
mfJiuglxhsY,TRANS PSYCHO FINDS OUT! NOW FACES 10 YEARS IN PRISON!,TheQuartering,381,0,1,0,1,0.26,0,1,0,0
mk9_ugphWDo,Doctor Who Viewership Indicates Franchise is DEAD,Culture Casino,429,1,0,0,0,0.0,0,0,0,0
mz7hhS-z-SU,AOC DECLARES WAR On Young White Men,Actual Justice Warrior,667,0,2,0,2,0.3,0,2,0,0
n-0JLKaK6fs,A WAR HAS STARTED,TheQuartering,698,0,0,0,0,0.0,0,0,0,0
n9FTqPQ06eY,Why Marxism-Leninism and the ACP are the Answers for America | Noah Khrachvik and Carlos Garrido,midwesternmarx,52,0,0,0,0,0.0,0,0,0,0
nHOW5DSwTDU,Snow White Embarrasses Disney AGAIN After Mother's Day Box Office Flop,Geeks + Gamers,332,0,0,0,0,0.0,0,0,0,0
nHfnePG3LKE,Red Sonja - How Is This Movie Real?,The Critical Drinker,1462,0,1,0,1,0.07,0,1,0,0
nIROAM74s78,Shelby Oaks - Did I Get Stuckmanized?,The Critical Drinker,650,0,1,0,1,0.15,0,1,0,0
nIjizT8LikI,Marx Defeating Dogmatism: Studies Beyond the Unilateral Theory of History,midwesternmarx,14,0,0,0,0,0.0,0,0,0,0
nJwlHqZkPVE,David Pakman's RIDICULOUSNESS; Eddie Liger on the Jaybefaunt Show,midwesternmarx,45,0,0,0,0,0.0,0,0,0,0
nYSxlmimVIM,Emilia Pérez is AWFUL - The Worst Oscar Best Picture Contender,Nerdrotic,1376,0,4,0,4,0.29,0,4,0,0
n_Akh3Av-iw,Shoe0nhead's Life is being Threatened Now,Hero Hei,768,1,1,0,1,0.13,0,0,0,1
ndWnn3Ux5JM,"No More Star Wars For You, Rian",The Critical Drinker,1302,0,2,0,2,0.15,0,2,0,0
ni41QPBUR8o,Paramount Wins - This Is HUGE,The Critical Drinker,1433,0,9,0,9,0.63,0,7,1,1
nj0ZcSL-zGI,The Silencing of Palestine,olurinatti,459,0,5,0,5,1.09,0,4,1,0
njWf6oa1pqk,Why Eric Adams is NOT The Hip Hop Mayor,olurinatti,165,0,0,0,0,0.0,0,0,0,0
nmS3Wdx_DdU,Intergalactic Game Goes FULL Last Of Us 2,Geeks + Gamers,278,0,0,0,0,0.0,0,0,0,0
nme-7S_u1WU,Libertarian VS Communist Debate: Eddie Liger Smith & Matt Connolly vs Bean & SerbianVoluntarist,midwesternmarx,469,0,0,0,0,0.0,0,0,0,0
nvVVyXLlkL0,State and Revolution: Ch 4- Engels Criticism of Opportunists and Social Democrats Pt 4-6,midwesternmarx,18,0,0,0,0,0.0,0,0,0,0
nwea_CBVVgo,Youtuber BANNED For Revealing Jewish Fraud! Tyler Olivera Shut Down!,TheQuartering,805,0,9,0,9,1.12,0,4,5,0
o5wS_aIK1pY,Gamers just obtained TOTAL VICTORY,Hero Hei,539,0,1,0,1,0.19,0,1,0,0
oG5EpzGmAtA,How “This Didn’t Age Well” Destroyed Media Literacy,olurinatti,777,0,1,0,1,0.13,0,1,0,0
oL8mThS1BeE,Marx on the Individual Part 1/2 | Weekend Podcast #25,The Podcast of the Lotus Eaters,309,0,1,0,1,0.32,0,1,0,0
oLtzh4xP9SE,Woke Asians DESTROYED On Vice Panel,Actual Justice Warrior,826,1,1,0,1,0.12,0,0,0,1
oQ-7K--gDP0,Parenti on the good parts of the USA,midwesternmarx,27,0,0,0,0,0.0,0,0,0,0
oQKDkJus62o,This is INSANE,Geeks + Gamers,274,0,0,0,0,0.0,0,0,0,0
oQSxgWkSI5g,DON LEMON JUST GOT MORE HORRIBLE NEWS & I LOVE IT! (FIXED),TheQuartering,353,0,0,0,0,0.0,0,0,0,0
oRfU1RscGW8,The Bungie canceling Marathon situation is Tragic,Hero Hei,391,0,0,0,0,0.0,0,0,0,0
oSQLK2159mk,Black Ops 7 is a Total DISASTER,Geeks + Gamers,215,0,0,0,0,0.0,0,0,0,0
oTWZXQv0PyM,Chicago Mayor Blames Whites For Black On White Crime,Actual Justice Warrior,660,0,0,0,0,0.0,0,0,0,0
oV3OQvIm1W4,,,303,103,0,0,0,0.0,0,0,0,0
oh6SlcIqIfI,Tom Cotton Visits Fox to Spew Conspiracies About China,midwesternmarx,20,0,0,0,0,0.0,0,0,0,0
okYYHwO3Ijs,Starfleet Academy - This Show Is Pure Torture,The Critical Drinker,1862,0,2,0,2,0.11,0,0,1,1
olCDj9y-EXo,MCDONALD'S FACES MASSIVE BACKLASH OVER NEW PROMOTION,TheQuartering,537,0,2,0,2,0.37,0,2,0,0
owcW-hKj8S8,Crash And Burn - The Taika Waititi Story,The Critical Drinker,1420,0,0,0,0,0.0,0,0,0,0
p6drtS2FBWU,California doxxing PC Users situation is Crazy,Hero Hei,633,0,0,0,0,0.0,0,0,0,0
pB5yG-yHbb4,Travis Scott RUINS WrestleMania 41 John Cena vs Cody Rhodes,Geeks + Gamers,457,1,2,0,2,0.44,0,0,2,0
pGWT1TdL1LM,Marvel PANICS Over Thunderbolts Box Office - The NEW Avengers Are Here!,Geeks + Gamers,483,0,0,0,0,0.0,0,0,0,0
pHZkXKMfVZg,Akademiks Banned from Twitch for Grooming 15 Year Old & other Weirdo Behavior | OLAY & FRIENDS,olurinatti,265,0,0,0,0,0.0,0,0,0,0
pIF543-GLb4,How The Supreme Court is Destroying America,olurinatti,158,0,0,0,0,0.0,0,0,0,0
pS0ZFhu0oq8,"Well, Well, Well, if It Isn’t the Consequences of My Own Actions",The Podcast of the Lotus Eaters,1368,0,1,0,1,0.07,0,1,0,0
plrEiWOGjI0,James Gunn's Superman Rumored Story Sounds TERRIBLE,Geeks + Gamers,448,0,0,0,0,0.0,0,0,0,0
pqWOgxChXh8,"Woke Hollywood LOST, and That's a GREAT Thing",Nerdrotic,1448,0,2,0,2,0.14,0,2,0,0
ptyng78A0jk,Matt Walsh and How Republicans Lost,Three Arrows,1756,1,3,0,3,0.17,0,1,0,3
pxpG7XWhaE4,"Drinker's Roundup - Return To Silent Hill, The Rip, Mercy",The Critical Drinker,447,0,1,0,1,0.22,0,1,0,0
q5Joj2FsTWY,State and Revolution: Ch 4- Explanation by Engels and Critique of Anarchism. Pt1-3,midwesternmarx,22,0,0,0,0,0.0,0,0,0,0
qIzRD9NNi0o,,,187,87,1,0,1,0.53,0,0,0,1
qNzvjcgnSsI,Last of Us Season 2 Gets WORSE,Geeks + Gamers,471,0,0,0,0,0.0,0,0,0,0
qPsiWQq51dg,Jimmy Kimmel RAGES As He Accidently Reignites Jeffrey Epstein Connection After Trump Meltdown,TheQuartering,256,0,1,0,1,0.39,0,0,1,0
qWhI_86-zVg,,,138,38,0,0,0,0.0,0,0,0,0
qZ5VFLguhh4,Donald Trump Has KILLED Iran's Supreme Leader! Matt Walsh & More Weigh In on WW3,TheQuartering,851,0,1,0,1,0.12,0,1,0,0
qdKtLs0cnjg,Is There Hope for The Black Vote? | OLAY & FRIENDS,olurinatti,269,0,0,0,0,0.0,0,0,0,0
qlVZFdIH3us,HIS DEFENSE JUST MELTED DOWN,TheQuartering,359,0,0,0,0,0.0,0,0,0,0
qlrpSpwxgWw,"How ""Cultural Marxism"" became the Far-Right's Scapegoat",Three Arrows,1170,1,4,0,4,0.34,0,0,0,4
qql0BuorL3g,Joe Rogan Destroys Adam Ruins Everything,Actual Justice Warrior,571,0,0,0,0,0.0,0,0,0,0
r2vsfRFQc3E,Leftist Influencers Tier List- Part 1,midwesternmarx,40,0,0,0,0,0.0,0,0,0,0
r6Bn6eT7F-w,"One Battle After Another - Good, Bad AND Ugly",The Critical Drinker,1907,0,0,0,0,0.0,0,0,0,0
r7_yYBwjM6U,Kathleen Kennedy - She's FINALLY Leaving Lucasfilm,The Critical Drinker,993,0,0,0,0,0.0,0,0,0,0
rEEKbybv9FY,The New York Times Comes Out Against Critical Thinking,The Podcast of the Lotus Eaters,352,0,0,0,0,0.0,0,0,0,0
rLIo_EP11eA,How Do Liberals Live with Themselves?,midwesternmarx,9,1,0,0,0,0.0,0,0,0,0
rTuo4TA-K4M,Production Hell - The Wizard Of Oz,The Critical Drinker,920,0,0,0,0,0.0,0,0,0,0
rWUOAfFzgpY,The Drinker Recommends... Project Hail Mary,The Critical Drinker,771,0,1,0,1,0.13,0,1,0,0
rXrr0nn-3KE,Is Black Media in Crisis?? | OLAY & FRIENDS,olurinatti,256,0,1,0,1,0.39,0,0,0,1
rYGJMh4G2dk,RIP James Bond - Amazon Will Destroy 007,Nerdrotic,801,0,0,0,0,0.0,0,0,0,0
rkrK5mBc_Xg,How I Became a Socialist: My Personal Path to the Radical Left,midwesternmarx,202,0,0,0,0,0.0,0,0,0,0
rmB-nZNW2gk,Cancel Attempt on VTuber Kirsche BACKFIRES on Pathetic Game Developer,Geeks + Gamers,248,0,0,0,0,0.0,0,0,0,0
rrmZi6WqeEg,JK Rowling ROASTS Emma Watson - Harry Potter Author Goes Scorched Earth,Nerdrotic,1236,0,3,0,3,0.24,1,1,0,1
rxSZCYz-Nrs,Amelia Shifts From Propaganda Tool to Calling Out UK Government!,Culture Casino,304,0,2,0,2,0.66,0,0,0,2
s3289xpbE6I,Marvel Blames Disney for Its FAILURES,Nerdrotic,733,0,0,0,0,0.0,0,0,0,0
sBODfLEZfWg,A Battle of Lies - Fake News in the Great War,Three Arrows,438,0,2,0,2,0.46,0,0,0,2
sBdM8BKQUfM,We Went to Socialist Venezuela,midwesternmarx,36,0,0,0,0,0.0,0,0,0,0
sDCT8YGMl5Q,"Sean Strickland DESTROYS Women's Sports, WOKE NFL & Bad Bunny Epic UFC Rant & WOKE MELTDOWN Ensues",TheQuartering,316,0,3,0,3,0.95,0,3,0,0
sRSY3AlfKAk,Talking with Kosher White Wine & PoliticalMJ on China and Socialism,midwesternmarx,6,0,0,0,0,0.0,0,0,0,0
sSVGQ-GQ6Q8,"US Embassy Just Attacked, Donald Trump Threatened & Huge Iran Update",TheQuartering,501,0,1,0,1,0.2,1,0,0,0
sc-euVL8xQs,Deutschland by Rammstein: An Analysis,Three Arrows,1767,0,6,0,6,0.34,0,5,1,0
sdPjRQ51Xdo,HOW A HERO KID TOOK HIM OUT!,TheQuartering,438,0,0,0,0,0.0,0,0,0,0
sgcSyVW8OYk,Disney Killed The Kylo Ren Movie (And That's A Good Thing),The Critical Drinker,671,0,0,0,0,0.0,0,0,0,0
siRA3KhPtRY,Pronouns Are Canceled,Geeks + Gamers,385,0,0,0,0,0.0,0,0,0,0
sm64xeBbL-o,Grammy Speech CRINGE - Woke Celebs Cry About ICE at Award Show,Geeks + Gamers,371,0,0,0,0,0.0,0,0,0,0
snBSkOV7et4,Boosie’s Homophobia & Why Black People Defend It | OLAY & FRIENDS,olurinatti,275,0,0,0,0,0.0,0,0,0,0
sqyImQApqDs,Biden CRASHES & BURNS,Actual Justice Warrior,786,0,1,0,1,0.13,0,1,0,0
srE9zqBoH74,The Fall of Eric Adams,olurinatti,415,1,1,0,1,0.24,0,1,0,0
t-AlH_e3m6M,Kendrick & Hip Hop’s Beef with Drake: Round 2 | OLAY & FRIENDS,olurinatti,401,0,1,0,1,0.25,0,0,1,0
t84MM6nZiso,Winter Storm & Liberalism in Texas,midwesternmarx,62,0,0,0,0,0.0,0,0,0,0
t92sprheyP0,Ironheart Looks TERRIBLE - An Iconic DISASTER is Incoming,Nerdrotic,1521,0,2,0,2,0.13,0,1,1,0
tA892U5VcYg,The True Story of the “Lone Survivor”,midwesternmarx,350,0,1,0,1,0.29,0,0,0,1
tCQUUIFDlr8,David - Can It Take On James Cameron's Goliath?,The Critical Drinker,1216,0,4,0,4,0.33,0,4,0,0
tHzp1D3ntP8,Why This Is The Greatest Lord Of The Rings Scene Ever,The Critical Drinker,1290,0,1,0,1,0.08,0,0,1,0
t_1u9ZDhLYE,Daredevil: Born Again Trailer REACTION - Don't Screw This Up,Nerdrotic,522,0,1,0,1,0.19,0,1,0,0
uGIGAsfR1X8,Rock vs Triple H WWE Drama Getting WILD,Geeks + Gamers,402,0,0,0,0,0.0,0,0,0,0
uIJPvu5AiWw,Hm... I think I know why,Star Wars Theory,324,0,0,0,0,0.0,0,0,0,0
uKYjqbrGUXY,Nerdrotic Humiliates Star Trek: Starfleet Academy,Geeks + Gamers,356,0,0,0,0,0.0,0,0,0,0
uLi5lne3T-k,COMMUNISM IS WINNING! | RATHBONE,midwesternmarx,104,0,0,0,0,0.0,0,0,0,0
uURSWEaVFP8,Blizzard Devs are in tears that Gamers keep Winning,Hero Hei,643,0,2,0,2,0.31,0,2,0,1
unh66IcLpt8,KPop Demon Hunters - Laughs At Other Animated Movies,The Critical Drinker,1079,0,0,0,0,0.0,0,0,0,0
uwUsxCDq7VE,"The GRAMMYs Finally Got it Right, The Rise of Doechii & Kendrick’s Sweep | OLAY & FRIENDS",olurinatti,227,0,1,0,1,0.44,0,0,1,0
uwXrxhYaAxs,Mamdani Pledges To DESTROY New York,Actual Justice Warrior,1019,0,0,0,0,0.0,0,0,0,0
v1Fw_LjwMsQ,Marathon is having a Terrible Launch Already,Hero Hei,751,0,24,0,24,3.2,0,23,0,3
vNJFncGceMo,Captain America 4 is DOOMED,Nerdrotic,1120,0,0,0,0,0.0,0,0,0,0
vSjllaiQ5H8,,,267,167,0,0,0,0.0,0,0,0,0
vTng6A4Irt8,Asmongold GOES NUCLEAR After Woke Streamer Goes WAY TOO FAR! Hasan Piker Gets Humbled,TheQuartering,467,0,1,0,1,0.21,0,0,1,0
vWhglxNN7VA,Masters of the Universe EMBARRASSES Disney Star Wars - Mandalorian in Trouble!,Geeks + Gamers,211,0,0,0,0,0.0,0,0,0,0
vXtPQ4veXjw,Thunderbolts REVIEW - Absolute Marvel Fatigue,Nerdrotic,1381,0,1,0,1,0.07,0,1,0,0
vYrC79v7fNs,Why Fantastic Four Was Doomed To Fail,Nerdrotic,1394,0,3,0,3,0.22,0,3,0,0
v_-wUiVtKVE,Debating Sam Seder On Crime,Actual Justice Warrior,1572,1,5,0,5,0.32,0,5,0,0
v_ZW-ioyTNU,"Laverne Cox on Trans Joy, Resistance & Survival | ICONIC INTERVIEW",olurinatti,221,0,0,0,0,0.0,0,0,0,0
vcquD2J462o,Krystal Ball Wants Sydney Sweeney DESTROYED,Actual Justice Warrior,734,0,0,0,0,0.0,0,0,0,0
vjpwKvjmxiw,TYT RAGES At AOC,Actual Justice Warrior,511,0,1,0,1,0.2,0,1,0,0
vr_HvNxUEjM,The (Sad) State of Black Politics | OLAY & FRIENDS,olurinatti,167,0,0,0,0,0.0,0,0,0,0
vx7PM7tnzww,,,208,108,0,0,0,0.0,0,0,0,0
w33BJ04LqaE,NYPD Illegally Hired CRIMINALS To Be Cops,Actual Justice Warrior,341,0,0,0,0,0.0,0,0,0,0
wJWpjj3AB48,Kendrick vs. Drake: GAME OVER | OLAY & FRIENDS,olurinatti,363,1,0,0,0,0.0,0,0,0,0
wMzd9KLbeNI,Jurassic World Rebirth - A Cinematic Abortion,The Critical Drinker,2104,0,2,0,2,0.1,1,1,0,0
wQhkoTny7oI,Socialist Countries Tier List Part 1,midwesternmarx,50,0,1,0,1,2.0,0,1,0,0
wRpF4lwlbKc,"RRR - A Relatable, Reliable and Realistic Review",Culture Casino,258,1,1,0,1,0.39,0,0,0,1
wUW-yPF86Ag,Ghetto TRASH Mom ATTACKS High School Girl,Actual Justice Warrior,568,0,2,0,2,0.35,0,1,1,0
waBGDGWMmGU,Hasan Piker Schools Capitalist on Healthcare - Jubilee Middle Ground Reaction,midwesternmarx,65,0,0,0,0,0.0,0,0,0,0
wbI8aYraecM,Kevin Feige ADMITS Marvel F*CKED Up!,Geeks + Gamers,336,0,1,0,1,0.3,0,1,0,0
wcM0k1NApW4,$100M Feminist FLOP,Geeks + Gamers,318,0,0,0,0,0.0,0,0,0,0
woxqlBv8Xls,TERROR FEARS AT UFC WHITE HOUSE EVENT,TheQuartering,240,0,0,0,0,0.0,0,0,0,0
